# File: L123.LC_bm2_R_MgdFor_Yh_GLU_beforeadjust.csv
# Title: Initialization of harvested area (ha) by country/GLU/crop
# Units: thousand km2
# Author: XZ,updated for bug_fix_based of v6
# Description: This file was output from the module_aglu_LB123.LC_R_MgdPastFor_Yh_GLU. It is used when UsethisFile is TRUE. The file increase forest areas to correct yield.
# Column types: iccin
# ----------
GCAM_region_ID,Land_Type,GLU,year,MgdFor
2,Forest,GLU100,1800,0.014293237
2,Forest,GLU100,1850,0.018256241
2,Forest,GLU100,1900,0.030665403
2,Forest,GLU100,1950,0.058617596
2,Forest,GLU170,1700,0.561482476
2,Forest,GLU170,1750,0.615989542
2,Forest,GLU170,1800,0.670496609
2,Forest,GLU170,1850,0.856401368
2,Forest,GLU170,1900,1.438515917
2,Forest,GLU170,1950,2.749754988
2,Forest,GLU171,1700,0.378394608
2,Forest,GLU171,1750,0.415128044
2,Forest,GLU171,1800,0.451861479
2,Forest,GLU171,1850,0.577146526
2,Forest,GLU171,1900,0.969445514
2,Forest,GLU171,1950,1.853116539
2,Forest,GLU177,1700,7.08509837
2,Forest,GLU177,1750,7.772898873
2,Forest,GLU177,1800,8.460699377
2,Forest,GLU177,1850,10.80654909
2,Forest,GLU177,1900,18.15199444
2,Forest,GLU177,1950,34.69793881
2,Forest,GLU179,1700,0.917094641
2,Forest,GLU179,1750,1.006123491
2,Forest,GLU179,1800,1.09515234
2,Forest,GLU179,1850,1.398798965
2,Forest,GLU179,1900,2.349592901
2,Forest,GLU179,1950,4.491298791
2,Forest,GLU183,1700,0.055633491
2,Forest,GLU183,1750,0.061034227
2,Forest,GLU183,1800,0.066434962
2,Forest,GLU183,1850,0.084855004
2,Forest,GLU183,1900,0.142532788
2,Forest,GLU183,1950,0.272454575
3,Forest,GLU080,1700,0.328520142
3,Forest,GLU080,1750,0.353374266
3,Forest,GLU080,1800,0.37822839
3,Forest,GLU080,1850,0.503723705
3,Forest,GLU080,1900,0.800412748
3,Forest,GLU080,1950,1.541107907
3,Forest,GLU086,1700,8.193968928
3,Forest,GLU086,1750,8.81388197
3,Forest,GLU086,1800,9.433795011
3,Forest,GLU086,1850,12.56390663
3,Forest,GLU086,1900,19.9639424
3,Forest,GLU086,1950,38.43840513
3,Forest,GLU087,1700,0.167722352
3,Forest,GLU087,1750,0.180411353
3,Forest,GLU087,1800,0.193100353
3,Forest,GLU087,1850,0.257170608
3,Forest,GLU087,1900,0.408641943
3,Forest,GLU087,1950,0.786795726
3,Forest,GLU144,1700,0
3,Forest,GLU144,1750,0
3,Forest,GLU144,1800,0
3,Forest,GLU144,1850,0
3,Forest,GLU144,1900,0
3,Forest,GLU144,1950,0
4,Forest,GLU087,1700,0.065525453
4,Forest,GLU087,1750,0.072381721
4,Forest,GLU087,1800,0.07923799
4,Forest,GLU087,1850,0.054238722
4,Forest,GLU087,1900,0.102113798
4,Forest,GLU087,1950,0.372336211
4,Forest,GLU162,1700,0.027307114
4,Forest,GLU162,1750,0.030164399
4,Forest,GLU162,1800,0.033021684
4,Forest,GLU162,1850,0.022603475
4,Forest,GLU162,1900,0.042554962
4,Forest,GLU162,1950,0.155167601
4,Forest,GLU171,1700,0.907857322
4,Forest,GLU171,1750,1.002851149
4,Forest,GLU171,1800,1.097844977
4,Forest,GLU171,1850,0.751479291
4,Forest,GLU171,1900,1.414790062
4,Forest,GLU171,1950,5.158730552
4,Forest,GLU179,1700,0.105264692
4,Forest,GLU179,1750,0.116279084
4,Forest,GLU179,1800,0.127293475
4,Forest,GLU179,1850,0.087132894
4,Forest,GLU179,1900,0.164042781
4,Forest,GLU179,1950,0.598147054
4,Forest,GLU182,1700,0.909467345
4,Forest,GLU182,1750,1.004629637
4,Forest,GLU182,1800,1.09979193
4,Forest,GLU182,1850,0.752811988
4,Forest,GLU182,1900,1.417299096
4,Forest,GLU182,1950,5.167879209
4,Forest,GLU183,1700,1.871471953
4,Forest,GLU183,1750,2.067293784
4,Forest,GLU183,1800,2.263115616
4,Forest,GLU183,1850,1.549111718
4,Forest,GLU183,1900,2.916471406
4,Forest,GLU183,1950,10.63429165
4,Forest,GLU188,1700,1.780449415
4,Forest,GLU188,1750,1.966747086
4,Forest,GLU188,1800,2.153044756
4,Forest,GLU188,1850,1.473767773
4,Forest,GLU188,1900,2.774623366
4,Forest,GLU188,1950,10.11707299
4,Forest,GLU190,1700,0.145230902
4,Forest,GLU190,1750,0.160427165
4,Forest,GLU190,1800,0.175623429
4,Forest,GLU190,1850,0.120214942
4,Forest,GLU190,1900,0.226325472
4,Forest,GLU190,1950,0.825247615
4,Forest,GLU197,1700,0.27957607
4,Forest,GLU197,1750,0.308829567
4,Forest,GLU197,1800,0.338083063
4,Forest,GLU197,1850,0.231419213
4,Forest,GLU197,1900,0.435686794
4,Forest,GLU197,1950,1.588639073
4,Forest,GLU198,1700,0.011767102
4,Forest,GLU198,1750,0.012998355
4,Forest,GLU198,1800,0.014229608
4,Forest,GLU198,1850,0.009740224
4,Forest,GLU198,1900,0.01833766
4,Forest,GLU198,1950,0.066864371
4,Forest,GLU199,1700,0.007963467
4,Forest,GLU199,1750,0.008796726
4,Forest,GLU199,1800,0.009629985
4,Forest,GLU199,1850,0.006591763
4,Forest,GLU199,1900,0.012410137
4,Forest,GLU199,1950,0.045250921
5,Forest,GLU086,1700,0.001454644
5,Forest,GLU086,1750,0.001570749
5,Forest,GLU086,1800,0.001686855
5,Forest,GLU086,1850,4.88E-04
5,Forest,GLU086,1900,0.001352302
5,Forest,GLU086,1950,0.008501978
5,Forest,GLU087,1700,0.032109538
5,Forest,GLU087,1750,0.034672421
5,Forest,GLU087,1800,0.037235304
5,Forest,GLU087,1850,0.01076721
5,Forest,GLU087,1900,0.029850464
5,Forest,GLU087,1950,0.187671018
5,Forest,GLU142,1700,1.246112271
5,Forest,GLU142,1750,1.34557307
5,Forest,GLU142,1800,1.445033869
5,Forest,GLU142,1850,0.417855655
5,Forest,GLU142,1900,1.158441751
5,Forest,GLU142,1950,7.283168011
5,Forest,GLU144,1700,0.001454644
5,Forest,GLU144,1750,0.001570749
5,Forest,GLU144,1800,0.001686855
5,Forest,GLU144,1850,4.88E-04
5,Forest,GLU144,1900,0.001352302
5,Forest,GLU144,1950,0.008501978
5,Forest,GLU149,1700,0.303867051
5,Forest,GLU149,1750,0.328120772
5,Forest,GLU149,1800,0.352374493
5,Forest,GLU149,1850,0.101894965
5,Forest,GLU149,1900,0.282488414
5,Forest,GLU149,1950,1.776015561
5,Forest,GLU151,1700,0.009597454
5,Forest,GLU151,1750,0.010363493
5,Forest,GLU151,1800,0.011129532
5,Forest,GLU151,1850,0.00321829
5,Forest,GLU151,1900,0.008922223
5,Forest,GLU151,1950,0.056094358
5,Forest,GLU152,1700,0.003224074
5,Forest,GLU152,1750,0.00348141
5,Forest,GLU152,1800,0.003738746
5,Forest,GLU152,1850,0.001081121
5,Forest,GLU152,1900,0.002997244
5,Forest,GLU152,1950,0.018843789
5,Forest,GLU160,1700,0.18512706
5,Forest,GLU160,1750,0.199903325
5,Forest,GLU160,1800,0.21467959
5,Forest,GLU160,1850,0.062078186
5,Forest,GLU160,1900,0.172102402
5,Forest,GLU160,1950,1.082014447
5,Forest,GLU162,1700,1.595073621
5,Forest,GLU162,1750,1.722387427
5,Forest,GLU162,1800,1.849701234
5,Forest,GLU162,1850,0.534871976
5,Forest,GLU162,1900,1.482851843
5,Forest,GLU162,1950,9.322746784
5,Forest,GLU183,1700,7.703091767
5,Forest,GLU183,1750,8.317928551
5,Forest,GLU183,1800,8.932765335
5,Forest,GLU183,1850,2.58305815
5,Forest,GLU183,1900,7.161138946
5,Forest,GLU183,1950,45.022357
5,Forest,GLU188,1700,0.003194138
5,Forest,GLU188,1750,0.003449084
5,Forest,GLU188,1800,0.00370403
5,Forest,GLU188,1850,0.001071082
5,Forest,GLU188,1900,0.002969413
5,Forest,GLU188,1950,0.018668817
6,Forest,GLU184,1700,0.006174873
6,Forest,GLU184,1750,0.0056333
6,Forest,GLU184,1800,0.005091728
6,Forest,GLU184,1850,0.007798377
6,Forest,GLU184,1900,0.05105817
6,Forest,GLU184,1950,0.114249489
6,Forest,GLU189,1700,0.32726395
6,Forest,GLU189,1750,0.298560968
6,Forest,GLU189,1800,0.269857986
6,Forest,GLU189,1850,0.413308516
6,Forest,GLU189,1900,2.70604718
6,Forest,GLU189,1950,6.05514271
6,Forest,GLU191,1700,5.98E-04
6,Forest,GLU191,1750,5.45E-04
6,Forest,GLU191,1800,4.93E-04
6,Forest,GLU191,1850,7.55E-04
6,Forest,GLU191,1900,0.004943517
6,Forest,GLU191,1950,0.01106178
6,Forest,GLU201,1700,0.140531424
6,Forest,GLU201,1750,0.128205987
6,Forest,GLU201,1800,0.115880551
6,Forest,GLU201,1850,0.177480086
6,Forest,GLU201,1900,1.162012077
6,Forest,GLU201,1950,2.600157531
6,Forest,GLU202,1700,0.0040893
6,Forest,GLU202,1750,0.003730644
6,Forest,GLU202,1800,0.003371988
6,Forest,GLU202,1850,0.005164462
6,Forest,GLU202,1900,0.033813188
6,Forest,GLU202,1950,0.075661533
6,Forest,GLU208,1700,0.090480681
6,Forest,GLU208,1750,0.082544991
6,Forest,GLU208,1800,0.0746093
6,Forest,GLU208,1850,0.114269953
6,Forest,GLU208,1900,0.748157541
6,Forest,GLU208,1950,1.674102622
6,Forest,GLU211,1700,0.049171449
6,Forest,GLU211,1750,0.044858823
6,Forest,GLU211,1800,0.040546196
6,Forest,GLU211,1850,0.062099656
6,Forest,GLU211,1900,0.406583926
6,Forest,GLU211,1950,0.909785946
7,Forest,GLU156,1700,3.24E-04
7,Forest,GLU156,1750,6.75E-04
7,Forest,GLU156,1800,0.001026932
7,Forest,GLU156,1850,0.001873995
7,Forest,GLU156,1900,0.004658823
7,Forest,GLU156,1950,0.013844631
7,Forest,GLU161,1700,0.017061677
7,Forest,GLU161,1750,0.035584971
7,Forest,GLU161,1800,0.054108264
7,Forest,GLU161,1850,0.098739336
7,Forest,GLU161,1900,0.245469756
7,Forest,GLU161,1950,0.729462778
7,Forest,GLU168,1700,0.75796984
7,Forest,GLU168,1750,1.580872429
7,Forest,GLU168,1800,2.403775018
7,Forest,GLU168,1850,4.386523056
7,Forest,GLU168,1900,10.90506368
7,Forest,GLU168,1950,32.40659119
7,Forest,GLU172,1700,0.032013364
7,Forest,GLU172,1750,0.066769207
7,Forest,GLU172,1800,0.101525049
7,Forest,GLU172,1850,0.185267742
7,Forest,GLU172,1900,0.460582676
7,Forest,GLU172,1950,1.368714105
7,Forest,GLU174,1700,0.05015113
7,Forest,GLU174,1750,0.10459854
7,Forest,GLU174,1800,0.15904595
7,Forest,GLU174,1850,0.290234619
7,Forest,GLU174,1900,0.721534337
7,Forest,GLU174,1950,2.144184479
7,Forest,GLU186,1700,5.48E-04
7,Forest,GLU186,1750,0.001143979
7,Forest,GLU186,1800,0.001739463
7,Forest,GLU186,1850,0.003174255
7,Forest,GLU186,1900,0.007891319
7,Forest,GLU186,1950,0.023450641
7,Forest,GLU187,1700,0.004801221
7,Forest,GLU187,1750,0.010013746
7,Forest,GLU187,1800,0.015226272
7,Forest,GLU187,1850,0.027785626
7,Forest,GLU187,1900,0.069076126
7,Forest,GLU187,1950,0.205273609
7,Forest,GLU192,1700,0.008481083
7,Forest,GLU192,1750,0.017688713
7,Forest,GLU192,1800,0.026896343
7,Forest,GLU192,1850,0.049081726
7,Forest,GLU192,1900,0.122019043
7,Forest,GLU192,1950,0.362604141
7,Forest,GLU195,1700,0.06178195
7,Forest,GLU195,1750,0.128856554
7,Forest,GLU195,1800,0.195931158
7,Forest,GLU195,1850,0.357544503
7,Forest,GLU195,1900,0.888869276
7,Forest,GLU195,1950,2.641453924
7,Forest,GLU206,1700,0.06216082
7,Forest,GLU206,1750,0.129646749
7,Forest,GLU206,1800,0.197132679
7,Forest,GLU206,1850,0.359737095
7,Forest,GLU206,1900,0.894320143
7,Forest,GLU206,1950,2.657652273
8,Forest,GLU002,1700,0.135505658
8,Forest,GLU002,1750,0.309404587
8,Forest,GLU002,1800,0.483303515
8,Forest,GLU002,1850,1.683657805
8,Forest,GLU002,1900,3.697271889
8,Forest,GLU002,1950,9.493134815
8,Forest,GLU007,1700,0.120796692
8,Forest,GLU007,1750,0.275819114
8,Forest,GLU007,1800,0.430841536
8,Forest,GLU007,1850,1.500898903
8,Forest,GLU007,1900,3.295937752
8,Forest,GLU007,1950,8.462667166
8,Forest,GLU010,1700,0.441528214
8,Forest,GLU010,1750,1.008156088
8,Forest,GLU010,1800,1.574783963
8,Forest,GLU010,1850,5.485988058
8,Forest,GLU010,1900,12.04709732
8,Forest,GLU010,1950,30.93219065
8,Forest,GLU015,1700,0.410005898
8,Forest,GLU015,1750,0.936180134
8,Forest,GLU015,1800,1.46235437
8,Forest,GLU015,1850,5.094323283
8,Forest,GLU015,1900,11.18701093
8,Forest,GLU015,1950,28.7238283
8,Forest,GLU019,1700,0.159399917
8,Forest,GLU019,1750,0.363963143
8,Forest,GLU019,1800,0.568526369
8,Forest,GLU019,1850,1.980543963
8,Forest,GLU019,1900,4.349226722
8,Forest,GLU019,1950,11.16709749
8,Forest,GLU023,1700,0.146931231
8,Forest,GLU023,1750,0.335492977
8,Forest,GLU023,1800,0.524054723
8,Forest,GLU023,1850,1.825620541
8,Forest,GLU023,1900,4.00901863
8,Forest,GLU023,1950,10.29357739
8,Forest,GLU027,1700,0.088510906
8,Forest,GLU027,1750,0.202099901
8,Forest,GLU027,1800,0.315688897
8,Forest,GLU027,1850,1.099748003
8,Forest,GLU027,1900,2.41502006
8,Forest,GLU027,1950,6.200818252
8,Forest,GLU034,1700,0.01853862
8,Forest,GLU034,1750,0.042329849
8,Forest,GLU034,1800,0.066121077
8,Forest,GLU034,1850,0.230342351
8,Forest,GLU034,1900,0.505826242
8,Forest,GLU034,1950,1.298762129
8,Forest,GLU040,1700,0.092047335
8,Forest,GLU040,1750,0.210174748
8,Forest,GLU040,1800,0.328302161
8,Forest,GLU040,1850,1.143688135
8,Forest,GLU040,1900,2.51151153
8,Forest,GLU040,1950,6.44857026
8,Forest,GLU223,1700,1.39E-04
8,Forest,GLU223,1750,3.18E-04
8,Forest,GLU223,1800,4.97E-04
8,Forest,GLU223,1850,0.001732783
8,Forest,GLU223,1900,0.00380515
8,Forest,GLU223,1950,0.009770124
8,Forest,GLU227,1700,0.154207465
8,Forest,GLU227,1750,0.352107045
8,Forest,GLU227,1800,0.550006625
8,Forest,GLU227,1850,1.916027751
8,Forest,GLU227,1900,4.20755068
8,Forest,GLU227,1950,10.80332933
8,Forest,GLU229,1700,0.039205329
8,Forest,GLU229,1750,0.089518834
8,Forest,GLU229,1800,0.139832339
8,Forest,GLU229,1850,0.48712621
8,Forest,GLU229,1900,1.069717396
8,Forest,GLU229,1950,2.746612033
8,Forest,GLU232,1700,0.016429006
8,Forest,GLU232,1750,0.037512896
8,Forest,GLU232,1800,0.058596787
8,Forest,GLU232,1850,0.204130395
8,Forest,GLU232,1900,0.448265418
8,Forest,GLU232,1950,1.150968654
9,Forest,GLU101,1700,0.482286401
9,Forest,GLU101,1750,0.520780999
9,Forest,GLU101,1800,0.559275597
9,Forest,GLU101,1850,0.822045039
9,Forest,GLU101,1900,1.422975317
9,Forest,GLU101,1950,3.954165593
9,Forest,GLU111,1700,0.347673475
9,Forest,GLU111,1750,0.375423688
9,Forest,GLU111,1800,0.403173902
9,Forest,GLU111,1850,0.592600692
9,Forest,GLU111,1900,1.025802867
9,Forest,GLU111,1950,2.850502292
9,Forest,GLU133,1700,0.248459994
9,Forest,GLU133,1750,0.268291297
9,Forest,GLU133,1800,0.288122599
9,Forest,GLU133,1850,0.42349381
9,Forest,GLU133,1900,0.733075696
9,Forest,GLU133,1950,2.037071662
9,Forest,GLU135,1700,1.59252368
9,Forest,GLU135,1750,1.719633958
9,Forest,GLU135,1800,1.846744236
9,Forest,GLU135,1850,2.714416553
9,Forest,GLU135,1900,4.698705753
9,Forest,GLU135,1950,13.05676944
9,Forest,GLU143,1700,0.033353847
9,Forest,GLU143,1750,0.036016047
9,Forest,GLU143,1800,0.038678248
9,Forest,GLU143,1850,0.056850794
9,Forest,GLU143,1900,0.098409786
9,Forest,GLU143,1950,0.273461236
9,Forest,GLU157,1700,0.124799152
9,Forest,GLU157,1750,0.134760231
9,Forest,GLU157,1800,0.144721311
9,Forest,GLU157,1850,0.212717015
9,Forest,GLU157,1900,0.368217126
9,Forest,GLU157,1950,1.023202211
10,Forest,GLU018,1700,1.17E-04
10,Forest,GLU018,1750,1.64E-04
10,Forest,GLU018,1800,2.11E-04
10,Forest,GLU018,1850,3.03E-04
10,Forest,GLU018,1900,5.01E-04
10,Forest,GLU018,1950,7.16E-04
10,Forest,GLU042,1700,0.009971271
10,Forest,GLU042,1750,0.013933039
10,Forest,GLU042,1800,0.017894808
10,Forest,GLU042,1850,0.025745211
10,Forest,GLU042,1900,0.042556068
10,Forest,GLU042,1950,0.060813094
10,Forest,GLU043,1700,0.005262039
10,Forest,GLU043,1750,0.007352743
10,Forest,GLU043,1800,0.009443448
10,Forest,GLU043,1850,0.013586263
10,Forest,GLU043,1900,0.022457688
10,Forest,GLU043,1950,0.032092286
10,Forest,GLU045,1700,0.012820891
10,Forest,GLU045,1750,0.017914866
10,Forest,GLU045,1800,0.02300884
10,Forest,GLU045,1850,0.033102756
10,Forest,GLU045,1900,0.054717871
10,Forest,GLU045,1950,0.078192445
10,Forest,GLU047,1700,0.002765085
10,Forest,GLU047,1750,0.003863704
10,Forest,GLU047,1800,0.004962323
10,Forest,GLU047,1850,0.007139281
10,Forest,GLU047,1900,0.011801018
10,Forest,GLU047,1950,0.016863786
10,Forest,GLU048,1700,0.045491832
10,Forest,GLU048,1750,0.063566571
10,Forest,GLU048,1800,0.081641309
10,Forest,GLU048,1850,0.117457127
10,Forest,GLU048,1900,0.19415314
10,Forest,GLU048,1950,0.277446994
10,Forest,GLU056,1700,0.025415092
10,Forest,GLU056,1750,0.035512973
10,Forest,GLU056,1800,0.045610855
10,Forest,GLU056,1850,0.065620212
10,Forest,GLU056,1900,0.108468259
10,Forest,GLU056,1950,0.155002347
10,Forest,GLU058,1700,0
10,Forest,GLU058,1750,0
10,Forest,GLU058,1800,0
10,Forest,GLU058,1850,0
10,Forest,GLU058,1900,0
10,Forest,GLU058,1950,0
10,Forest,GLU068,1700,0.007931269
10,Forest,GLU068,1750,0.011082507
10,Forest,GLU068,1800,0.014233746
10,Forest,GLU068,1850,0.020478051
10,Forest,GLU068,1900,0.03384961
10,Forest,GLU068,1950,0.048371468
10,Forest,GLU070,1700,0.035831549
10,Forest,GLU070,1750,0.05006808
10,Forest,GLU070,1800,0.064304611
10,Forest,GLU070,1850,0.092514867
10,Forest,GLU070,1900,0.152924325
10,Forest,GLU070,1950,0.21853056
10,Forest,GLU072,1700,0.190220906
10,Forest,GLU072,1750,0.265799157
10,Forest,GLU072,1800,0.341377407
10,Forest,GLU072,1850,0.491138739
10,Forest,GLU072,1900,0.811837734
10,Forest,GLU072,1950,1.160125144
10,Forest,GLU076,1700,0.006510531
10,Forest,GLU076,1750,0.009097284
10,Forest,GLU076,1800,0.011684037
10,Forest,GLU076,1850,0.016809792
10,Forest,GLU076,1900,0.027786087
10,Forest,GLU076,1950,0.039706626
11,Forest,GLU037,1700,2.016516473
11,Forest,GLU037,1750,3.495588648
11,Forest,GLU037,1800,4.974660823
11,Forest,GLU037,1850,6.018898607
11,Forest,GLU037,1900,5.847345302
11,Forest,GLU037,1950,8.018921669
11,Forest,GLU042,1700,0.014963134
11,Forest,GLU042,1750,0.025938277
11,Forest,GLU042,1800,0.036913419
11,Forest,GLU042,1850,0.044661965
11,Forest,GLU042,1900,0.04338899
11,Forest,GLU042,1950,0.059502713
11,Forest,GLU043,1700,12.61179878
11,Forest,GLU043,1750,21.86228639
11,Forest,GLU043,1800,31.112774
11,Forest,GLU043,1850,37.64369848
11,Forest,GLU043,1900,36.57076117
11,Forest,GLU043,1950,50.15234333
11,Forest,GLU056,1700,0.030712279
11,Forest,GLU056,1750,0.053239086
11,Forest,GLU056,1800,0.075765893
11,Forest,GLU056,1850,0.091670014
11,Forest,GLU056,1900,0.089057195
11,Forest,GLU056,1950,0.122131093
11,Forest,GLU066,1700,7.109566884
11,Forest,GLU066,1750,12.3242838
11,Forest,GLU066,1800,17.53900071
11,Forest,GLU066,1850,21.22063608
11,Forest,GLU066,1900,20.61579614
11,Forest,GLU066,1950,28.27205267
11,Forest,GLU068,1700,0.04102101
11,Forest,GLU068,1750,0.071109053
11,Forest,GLU068,1800,0.101197096
11,Forest,GLU068,1850,0.122439516
11,Forest,GLU068,1900,0.118949691
11,Forest,GLU068,1950,0.163125008
11,Forest,GLU077,1700,8.691643845
11,Forest,GLU077,1750,15.06678074
11,Forest,GLU077,1800,21.44191764
11,Forest,GLU077,1850,25.94281958
11,Forest,GLU077,1900,25.20338588
11,Forest,GLU077,1950,34.56337307
11,Forest,GLU078,1700,19.41148223
11,Forest,GLU078,1750,33.64939381
11,Forest,GLU078,1800,47.88730539
11,Forest,GLU078,1850,57.93939445
11,Forest,GLU078,1900,56.28798025
11,Forest,GLU078,1950,77.19210705
11,Forest,GLU079,1700,7.374978702
11,Forest,GLU079,1750,12.78436957
11,Forest,GLU079,1800,18.19376044
11,Forest,GLU079,1850,22.0128373
11,Forest,GLU079,1900,21.3854177
11,Forest,GLU079,1950,29.32749487
11,Forest,GLU106,1700,47.7619946
11,Forest,GLU106,1750,82.79440727
11,Forest,GLU106,1800,117.8268199
11,Forest,GLU106,1850,142.5600071
11,Forest,GLU106,1900,138.4966989
11,Forest,GLU106,1950,189.9313487
11,Forest,GLU108,1700,13.55950692
11,Forest,GLU108,1750,23.50511841
